snapped_at,price,market_cap,total_volume
2024-10-23 00:00:00 UTC,0.03177189526607101,30943837.346483424,53399392.62185465
2024-10-24 00:00:00 UTC,0.03177189526607101,30943837.346483424,53399392.62185465
2024-10-25 00:00:00 UTC,0.021061877995437857,22176091.688031044,68758320.01514916
2024-10-26 00:00:00 UTC,0.014297636375549769,13725720.783009049,48784450.90291578
2024-10-27 00:00:00 UTC,0.026044356871387613,24745572.515453007,48856790.86036295
2024-10-28 00:00:00 UTC,0.02387608909936741,22231763.854259957,25515649.693213407
2024-10-29 00:00:00 UTC,0.02783490167279179,26309019.58553313,24326219.292123422
2024-10-30 00:00:00 UTC,0.027007652092577248,25591781.875087444,23515505.236446638
2024-10-31 00:00:00 UTC,0.03859047471259835,36615668.455077246,33575895.850667916
2024-11-01 00:00:00 UTC,0.027342014994275552,25927134.367217146,58408286.21133951
2024-11-02 00:00:00 UTC,0.024127436464497637,22848288.204136204,29857680.29516359
2024-11-03 00:00:00 UTC,0.015463559062908104,14736273.066235563,19578533.869987056
2024-11-04 00:00:00 UTC,0.019048754848012217,18056337.938453835,24200725.176009364
2024-11-05 00:00:00 UTC,0.02113905588159765,20062189.314301748,27972620.38248777
2024-11-06 00:00:00 UTC,0.019473672992869676,18480654.84555742,23430178.862375617
2024-11-07 00:00:00 UTC,0.028883918689784824,27431513.87782089,31176854.019860473
2024-11-08 00:00:00 UTC,0.025220332569591268,23934390.0007491,25098185.664458532
2024-11-09 00:00:00 UTC,0.02223689895424553,21484631.008025486,27910157.33265123
2024-11-10 00:00:00 UTC,0.022065593679710675,20892474.85935751,23826736.45613914
2024-11-11 00:00:00 UTC,0.020676572391048996,19586685.016228978,28257848.24992695
2024-11-12 00:00:00 UTC,0.44375234213609976,423793949.8462322,1390137650.8719485
2024-11-13 00:00:00 UTC,0.5485103247125546,521538635.3784003,966095656.7264782
2024-11-14 00:00:00 UTC,0.6105022848892393,580578736.3684108,1429321707.673931
2024-11-15 00:00:00 UTC,0.7622350256566389,722733895.9210482,1877659314.8179884
2024-11-16 00:00:00 UTC,0.7446081438863831,706851702.4463067,1507963885.4045422
2024-11-17 00:00:00 UTC,0.6737168665932044,638187146.0002183,647829463.3226106
2024-11-18 00:00:00 UTC,0.6694318418224516,632281757.8794068,541765094.8345087
2024-11-19 00:00:00 UTC,0.6022687479513331,570087523.4773562,448589181.75181824
2024-11-20 00:00:00 UTC,0.5819123568733855,551772929.8624086,481148943.16872764
2024-11-21 00:00:00 UTC,0.4960942406142197,472823776.9315039,432024821.6408601
2024-11-22 00:00:00 UTC,0.5112651477855993,484849833.7046193,792718302.3407046
2024-11-23 00:00:00 UTC,0.44904310744163006,425625630.93133533,525370427.3543494
2024-11-24 00:00:00 UTC,0.455489430102033,431781166.9290047,579940517.7172573
2024-11-25 00:00:00 UTC,0.4532322401656012,430590692.9976949,426235744.7694925
2024-11-26 00:00:00 UTC,0.4295741547535035,407727490.3802035,494475146.0322189
2024-11-27 00:00:00 UTC,0.4194086046278029,396834052.8959963,291023401.77106744
2024-11-28 00:00:00 UTC,0.44581864238981006,421931313.1649781,364064928.6130747
2024-11-29 00:00:00 UTC,0.4418121155166769,418696070.32768106,288154324.93030286
2024-11-30 00:00:00 UTC,0.6812933543697962,645533703.4453405,1665819610.4023724
2024-12-01 00:00:00 UTC,0.5823964456108006,553103063.9067062,1212672883.4992712
2024-12-02 00:00:00 UTC,0.5985820022256707,567844589.22113,818218608.2106609
2024-12-03 00:00:00 UTC,0.5460341498220757,514564739.00684226,526490178.0762326
2024-12-04 00:00:00 UTC,0.5216931237172697,494710266.6184752,464900636.1852424
2024-12-05 00:00:00 UTC,0.5293235531558035,501709544.4636714,405446370.18379724
2024-12-06 00:00:00 UTC,0.6272148227025256,590236438.5651653,853923202.5453287
2024-12-07 00:00:00 UTC,0.5917695679183177,560188275.8870008,398975322.51697475
2024-12-08 00:00:00 UTC,0.6160588432630288,584864693.6560143,423459716.49315363
2024-12-09 00:00:00 UTC,0.6072248901287264,575014710.8099357,342859715.64137083
2024-12-10 00:00:00 UTC,0.4787069561510023,452599549.323052,567926007.8841918
2024-12-11 00:00:00 UTC,0.4667038834445677,442241337.7866705,430959060.5538725
2024-12-12 00:00:00 UTC,0.5458299601584904,517602754.61688125,658389333.441084
2024-12-13 00:00:00 UTC,0.5497648419508506,521102646.91067046,462480324.5441882
2024-12-14 00:00:00 UTC,0.5666858146377667,536697708.60104805,475969340.00728655
2024-12-15 00:00:00 UTC,0.5771034547754825,547609811.0072864,565775989.3038104
2024-12-16 00:00:00 UTC,0.5332513188521222,505063008.5790121,381689247.45679426
2024-12-17 00:00:00 UTC,0.4906045702006502,465931260.6398134,314738647.41182023
2024-12-18 00:00:00 UTC,0.4619445186248598,438643619.8167142,228038070.48782617
2024-12-19 00:00:00 UTC,0.40567358936495795,384143879.5949371,266293859.7516733
