snapped_at,price,market_cap,total_volume
2021-01-24 00:00:00 UTC,1.2507403812084807e-10,0.0,19.86875490323669
2021-01-25 00:00:00 UTC,1.3255318905356247e-10,0.0,0.13255318905356248
2021-01-26 00:00:00 UTC,1.440077707501169e-10,0.0,500.4308985041172
2021-01-27 00:00:00 UTC,1.3784127395135967e-10,0.0,130.94921025379168
2021-01-28 00:00:00 UTC,1.3076497138606164e-10,0.0,39.22949141581849
2021-01-29 00:00:00 UTC,1.3754610698645958e-10,0.0,13.369968710165073
2021-01-30 00:00:00 UTC,1.4284686864960564e-10,0.0,516.3625364320842
2021-01-31 00:00:00 UTC,5.053099748283053e-09,0.0,10989782.205450306
2021-02-01 00:00:00 UTC,2.9099589964067996e-08,0.0,34956951.56710088
2021-02-02 00:00:00 UTC,1.0983038379220613e-08,0.0,8057189.445516632
2021-02-03 00:00:00 UTC,1.6149420242961024e-08,0.0,6684970.83435231
2021-02-04 00:00:00 UTC,1.3708617503094763e-08,0.0,2232391.010689978
2021-02-05 00:00:00 UTC,1.0792845234578419e-08,0.0,1453877.1474012858
2021-02-06 00:00:00 UTC,7.802630119340748e-09,0.0,1028036.6100359072
2021-02-07 00:00:00 UTC,8.263738526956087e-09,0.0,618908.8930404542
2021-02-08 00:00:00 UTC,7.85533013161105e-09,0.0,1591960.8888300883
2021-02-09 00:00:00 UTC,1.0884908436869819e-08,0.0,4471910.495925172
2021-02-10 00:00:00 UTC,8.834539357750208e-09,0.0,987089.7154174169
2021-02-11 00:00:00 UTC,9.88557629957606e-09,0.0,973137.1513943658
2021-02-12 00:00:00 UTC,8.835133685646002e-09,0.0,607690.2709766672
2021-02-13 00:00:00 UTC,8.902588149103974e-09,0.0,408892.83048511326
2021-02-14 00:00:00 UTC,8.347030051506333e-09,0.0,267283.65864727926
2021-02-15 00:00:00 UTC,7.119914858518675e-09,0.0,356723.7679129525
2021-02-16 00:00:00 UTC,7.706168171520382e-09,0.0,216033.54579831028
2021-02-17 00:00:00 UTC,6.665451918400686e-09,0.0,279332.9485613875
2021-02-18 00:00:00 UTC,7.625815142117058e-09,0.0,161256.47214148883
2021-02-19 00:00:00 UTC,7.748881853888192e-09,0.0,103601.14299343625
2021-02-20 00:00:00 UTC,7.067456621075913e-09,0.0,138149.93351182144
2021-02-21 00:00:00 UTC,7.044666870420374e-09,0.0,284290.28341798804
2021-02-22 00:00:00 UTC,7.280449901807525e-09,0.0,142385.99447178148
2021-02-23 00:00:00 UTC,6.689463579065539e-09,0.0,141786.191443667
2021-02-24 00:00:00 UTC,5.864411937505095e-09,0.0,49220.78392624266
2021-02-25 00:00:00 UTC,6.119703701817564e-09,0.0,70426.66546557451
2021-02-26 00:00:00 UTC,5.887824338455845e-09,0.0,56965.26267824434
2021-02-27 00:00:00 UTC,5.962768550778089e-09,0.0,169260.95965496643
2021-02-28 00:00:00 UTC,8.174162623974642e-09,0.0,544120.1342697095
2021-03-01 00:00:00 UTC,1.2384667266588942e-08,0.0,3282662.9817828485
2021-03-02 00:00:00 UTC,1.3937830244161435e-08,0.0,1079998.3532489752
2021-03-03 00:00:00 UTC,1.6608135461732366e-08,0.0,636067.6181776501
2021-03-04 00:00:00 UTC,2.2191885893410047e-08,0.0,1677976.5284555852
2021-03-05 00:00:00 UTC,2.560992041878039e-08,0.0,3527427.1771636284
2021-03-06 00:00:00 UTC,1.9399250809069388e-08,0.0,1962568.9187945838
2021-03-07 00:00:00 UTC,1.7741365539199747e-08,0.0,446521.67237527366
2021-03-08 00:00:00 UTC,1.7855075258183908e-08,0.0,692206.7493732116
2021-03-09 00:00:00 UTC,2.162923439520138e-08,0.0,619527.3302155841
2021-03-10 00:00:00 UTC,2.2151404690292065e-08,0.0,759904.4298368491
2021-03-11 00:00:00 UTC,1.9823372216463714e-08,0.0,288803.41013722506
2021-03-12 00:00:00 UTC,1.706884146720547e-08,0.0,347134.8810347871
2021-03-13 00:00:00 UTC,1.826370889658995e-08,0.0,539378.2223338383
2021-03-14 00:00:00 UTC,2.2337519627929654e-08,0.0,1149479.90219619
2021-03-15 00:00:00 UTC,7.82891410898659e-08,0.0,41011372.51175174
2021-03-16 00:00:00 UTC,8.743940511399512e-08,0.0,13134894.707622597
2021-03-17 00:00:00 UTC,6.137679040623324e-08,0.0,4449518.724931787
2021-03-18 00:00:00 UTC,6.889198150130077e-08,0.0,3336240.1641648584
2021-03-19 00:00:00 UTC,6.68037740169459e-08,0.0,1435550.8952480757
2021-03-20 00:00:00 UTC,6.273359594525106e-08,0.0,2226231.6826556306
2021-03-21 00:00:00 UTC,6.214046502295435e-08,0.0,1115914.432418627
2021-03-22 00:00:00 UTC,5.687222482794342e-08,0.0,1682433.205957357
2021-03-23 00:00:00 UTC,4.8737704088516585e-08,0.0,1437355.3484344743
2021-03-24 00:00:00 UTC,4.438888550901881e-08,0.0,875327.9218183646
2021-03-25 00:00:00 UTC,4.592091603456117e-08,0.0,547244.6111976246
2021-03-26 00:00:00 UTC,4.205811910786523e-08,0.0,583993.3205278973
2021-03-27 00:00:00 UTC,4.1843503230517195e-08,0.0,627521.0735600824
2021-03-28 00:00:00 UTC,3.920345752982134e-08,0.0,503433.27233012154
2021-03-29 00:00:00 UTC,6.58237320041261e-08,0.0,1451471.6790933341
